gsp_id,gsp_name,longitude,latitude
122,FIDF_1,-2.4761161697459433,53.28577593533218
123,FINN,-4.2828162839774055,55.872144736909064
124,FOUR_1,-2.2364625127527544,55.022597499917616
125,FRAS_P,-2.020938391954878,57.660469109485504
126,FROD_1,-2.687687436728425,53.29764591123683
127,FWIL_P,-5.406453472819497,56.799069433222115
128,GALA,-2.9384989156123438,55.58745836424768
129,GIFF,-4.30454559787923,55.74132509296571
130,GLLU,-4.939529881689931,54.90727417788956
131,GLNI,-3.22465485353849,56.08916560528341
132,GLRO,-3.1931883976022526,56.222839730705175
133,GORG,-3.2246547679618853,55.93538114046235
134,GOVA,-4.317448379079356,55.85371230403071
135,GREN_1,-0.7635650878072061,52.46021248598026
136,GRIW_1,-0.2087620655507635,53.585215419489074
137,GRMO,-3.659028317683773,55.980191486423394
138,GRUB_P,-5.218027016516703,57.80069119735375
141,HAGR,-4.278542995843291,55.82585359216192
142,HAMHC1,-1.687126058946209,52.527715044389936
144,HARM_6,-1.3125875052187528,54.686009665955524
145,HAWI,-2.677743850143803,55.40895779303072
146,HAWP_6,-1.4064735634595622,54.815795968252544
147,HELE,-4.763666505968925,56.03134552237268
148,HEYS_1|HEYS1|ORMO,-2.7483813358331894,54.038610645898316
149,HUER,-4.9044411086729935,55.72383145171831
150,HURS_1,0.05182990378230884,51.440701591086395
151,IMPK_1,-3.036725514235497,51.555913764632464
152,INDQ1,-5.064097858773502,50.31652943994642
153,INKE,-3.396687647459229,56.03191594548152
154,INNE_P,-4.254136299972012,57.350493523511474
155,IROA1,-2.377919911382018,51.60975848579091
156,IRONB1,-2.5414425472087245,52.605288754845276
158,IVER_1|IVER_6,-0.5664061030529373,51.543131931495346
159,JOHN,-4.626726873355792,55.84998166536154
160,JORD_3,-1.5191520934447058,53.32305559928087
161,KAIM,-3.23902165672762,55.73027354917324
162,KEAD_1,-0.37990658757500795,53.46039278337575
164,KEMS_1,0.7930808892596983,51.344642131744926
165,KIBY_1,-2.9759248612062734,53.539185315215576
166,KIBY_G|WASF_1,-2.8040281713275776,53.56372985888374
167,KIER,-4.254292990013849,55.958022203907824
168,KIIN_P,-4.363985682892066,56.45946057992081
169,KILB,-4.410825465251064,55.93563500668797
170,KILS,-4.477029852734069,55.572444544544496
171,KILT,-4.516557940924824,55.660648475691644
172,KILW,-4.653443031221032,55.61304522743193
173,KINL_P,-5.014684557819291,56.70352522421397
174,KINO_1,0.46787896579470306,51.37867201619694
175,KIRKB1,-1.5915685965406843,53.78866599134717
176,KITW_1,-1.9734046893521884,52.415396533219685
177,KNAR,-1.4575742748668554,54.136745597654524
178,LACK_6,-0.9846025979286951,54.516874333558974
179,LAIR_P,-4.472302079087712,58.046525796525735
180,LALE1SG003,-0.502909388985008,51.431661950824896
181,LAND1,-4.300894392099289,50.48189653329185
182,LEGA_1,-3.157990715225998,52.77594275388683
183,LEVE,-2.867630723242466,56.22817184349043
184,LING,-3.4743502034597284,55.85131723523012
185,LINM,-3.711118357543374,55.580405384645005
186,LISD_1,-2.915358722781111,53.37633056313355
187,LITT_C,0.1736365092529017,51.458284765623134
188,LITT_J,0.1999032454763563,51.42927784546263
189,LODR_6,-0.16917667764220665,51.53447182854686
190,LOUD_H,-0.724329421232185,51.60826779897299
191,LOVE_1,-0.8528673785379168,50.86901016441359
192,LUNA_P,-2.9840864796037123,56.72082613536814
193,LYND_P,-3.007812957140753,56.49221976777016
194,MACC_3,-2.111650402590906,53.24787627455205
195,MACD_P,-2.517368941411866,57.647627863245425
196,MAGA_6,-3.6206029988090584,51.62154052871505
197,MANN_1,-1.9877359557998933,50.89996124772234
198,MAYB,-4.712294916063919,55.20968597413499
199,MELK_1,-2.0111474131830187,51.34408719528973
200,MILC_P,-2.873003847814036,56.511137236959
201,MILH_1,-0.22022904904942434,51.602214640306435
202,MITY_1,-1.7956019179806393,51.67627491044984
203,MYBS_P,-3.362994207012044,58.350469179192395
204,NAIR_P,-3.757727043300406,57.34595060343281
205,NEAR,-3.7846201318188086,55.810666229892576
206,NECE_1,-1.8395036374110696,52.48972111268238
207,NEEP_3,-1.5906285883950324,53.41453804108192
208,NETS,-4.479590440671309,54.9388606524031
209,NEWX_6,-0.06636272922186753,51.4769335852631
210,NFLE,0.21774431695728852,51.26063517626567
211,NHYD_6,-0.4058883154787602,51.49435660183648
212,NINF_1,0.34734822823173794,50.962483822345646
213,NORL_3,-1.5253772280028426,53.361972192531766
214,NORM_1|SALL1,1.3167218480985339,52.66951085082505
215,NORT_1,-1.6737916365580225,54.36960806664668
216,NURS_1,-1.4610787073408251,51.008043568101556
217,OCKH_1,-2.0239017563097628,52.53759439999341
218,OFFE_3,-1.45321279991816,54.88222108900795
219,OLDB_1,-2.033309506673205,52.495159059081836
220,OSBA_1,-0.813364982062903,54.214664239151546
221,PADIB1,-2.3225027472317903,53.933347561064444
222,PAIS,-4.423042013069372,55.84558501749525
223,PART,-4.318573473678101,55.87743925704236
224,PEHG_P,-1.8635218632455794,57.51659484016371
226,PELH_1,0.41329022471617116,51.99910431940832
227,PEMB_1,-4.944901261677648,51.82396627646438
228,PENE_1,-2.6297449318451873,53.799672000624604
229,PENN_1,-2.1909442331164417,52.52371102958167
230,PENT_1,-3.8893737945557,53.14741382515601
231,PENW_1|STAH_1|WABO,-2.8138288735570454,53.76522312408246
232,PERS_P,-2.1341827515501746,57.19236214134406
233,PITS_3,-1.448032980479308,53.41700463713605
234,POOB,-3.060113545802286,55.862270149813924
235,POPP_3,-1.1937599031112822,53.99317481597753
236,PORA_P,-5.831022656109363,55.91971792344788
237,PORD,-4.229233976560683,55.88097436263307
238,PYLE_1,-3.631114627691145,51.50488816211794
239,QUOI_P,-5.248490954622368,57.069830799229976
240,RAIN_1,-2.71157054943001,53.43454309938371
241,RANN_P,-4.688367419047779,56.619411709346686
242,RASS_1,-3.3124296339332697,52.0365043181439
243,RATS_1,-1.1004374426629908,52.80656495303923
244,RAVE|WISH,-3.9618570091900964,55.739211943027286
245,RAYL_1,0.7292465557411986,51.71293581300967
246,REBR_3,0.07319480191403764,51.56372805027698
247,REDH,-3.1322749144464215,56.15295901707467
248,REDM_P,-2.1645714069227844,57.05660229096915
249,ROCH_1,-2.1702842107605047,53.68906139463957
250,RUGEB1,-1.8969326437711198,52.72080669439811
251,RYEH_1,0.051895692455256215,51.774003180122904
252,SACO,-4.778215698179055,55.7417042028294
253,SALH_1,-1.207884506659427,54.62916250862622
254,SALT_1,-0.06622397605500525,53.69984784962892
255,SANX,-4.26944080042915,55.845924564967405
256,SBAR,-1.0769415822075654,52.95379714534066
257,SEAB1|SAFO_1,-2.6786788421436696,51.318920339901226
258,SELL_1,0.9251960531721903,51.11556038683
259,SFEG_P,-1.8560120801885258,57.5767068646722
260,SFIL_P,-4.052434897509171,56.362010887863526
261,SHEC_3,-1.446408861837067,53.365686087032934
262,SHIN_P,-4.505700230168607,57.88632177681002
263,SHRU,-3.1867709455293585,55.97409496850371
264,SHRW_1,-2.828477039080048,52.66456402937324
265,SIGH,-3.2904716423699014,55.94334684013134
266,SJOW_1,-0.16225794987094555,51.51063682372675
267,SKLGB1,-1.6080562532126517,53.75280311416162
268,SLOY_P,-4.682126325661584,56.242550263148026
269,SMAN_1,-2.250693149116149,53.350117042102355
270,SPAV,-4.850716114125085,55.91544799195006
271,SPEN_1,-1.8628480511621328,54.648375621955815
272,SSHI_3,-1.4357644334904105,54.98446379715404
273,STAL_1,-1.9678050259368098,53.42471239815274
274,STAY_1,-0.8429665050055207,53.155710594337414
275,STEN_1,-1.7115901253654269,54.9735901990854
276,STES_1,-2.0209952293373648,55.02581411261543
277,STHA,-4.060975703053316,55.76148706623199
278,STIR,-3.9543574476695804,56.10212356191201
279,STLE,-4.4729170507513905,56.08403974162735
280,SUND_1,-0.5892812539584497,51.948080616105
281,SWAN_1,-4.07408409213413,52.03145178574807
282,TARL_P,-3.0887741516703406,57.10197910702488
283,TAUN1,-3.3946031332072497,51.078063406949816
284,TAYN_P,-5.699461120480528,56.426646511093224
285,TELR,-3.2587893751311157,55.97732650176373
286,TEMP_3,-1.3347956416221838,53.41303324553484
287,THOM_6,-1.124558108232043,53.54661401146532
288,THSO_P,-3.1274468049490842,58.874796333000155
289,THUR_6,-1.1994928731919572,53.40579521737436
290,TILBB_1,0.43070117032514904,51.53317209173931
291,TOTT_1,-0.10075654881483276,51.62881075519377
292,TRAW_1,-3.905339500700109,52.87189140713074
293,TUMB_P,-3.951328454868547,56.72612349253465
294,TYNE_1|TYNE_2,-1.5084435496728104,55.02389640392877
295,UPPB_1|UPPB_3,-3.3575244509467357,51.648026092924134
296,WALH_1,-2.3043406155954473,51.86319432899602
297,WALP_1,0.40564835218800854,52.66139073878251
298,WALP_B,-0.1510609986346221,52.82796444266291
299,WARL_1,0.30094803820714516,51.598273145696
300,WATFS_1,-0.5493865979484137,51.690582862443094
301,WBOL_6,-1.4767500153848014,54.93643562114322
302,WBUR_1,-0.5260519740029507,53.229351908141794
303,WFIE,-3.3106194390177186,56.13025293321786
304,WGEO,-4.275811463553733,55.8625227594669
305,WHGA_1,-2.1512990632487696,53.543569866978615
306,WHHO,-3.2031511221466187,55.91746629690433
307,WIBA_3,-1.4084959494469875,53.43238016817146
308,WIEN_1,-2.055042718766,52.583529653990325
309,WILL_1,-1.5947169691115908,53.01640507442407
311,WIOW_P,-2.1035813917091892,57.160095288089366
312,WMEL_1,-1.596333308237864,53.50171543457766
313,WOHI_P,-2.2059186579554564,57.15094776304104
314,WTHU31,0.30836258760880686,51.47995346392868
315,WWEY_1,-0.45092698890111393,51.28128731697193
316,WYLF_1,-4.381866475077279,53.289461556332114
317,WYMOM_1,-0.14214836268960682,51.97228070345707
318,ACTL_C,-0.21075917198595,51.540077103811406
319,AXMI_H,-2.510600827189368,50.9428940742373
320,BARKR_A,0.15175298295504766,51.60236143984785
321,BARKR_C,0.05287426406455607,51.53267175844366
322,BARKW3,0.11577487102688552,51.52153714329827
323,CANTN1,0.9609635581499841,51.2683428913654
324,COWL_1,-1.2932122990884536,51.74569976376411
325,ECLA_H,-1.1666551740324882,51.93870376474257
326,HACK_1,-0.03297581862264362,51.54885989041296
327,HACK_6,-0.03902407464032591,51.58213853582015
328,HARK_1|RRIG,-3.0072731889649815,54.727635250491296
329,HUTT_1,-2.641531846165462,54.47557790912848
330,ISLI_1,-0.12647768270289064,51.55728115237454
331,KEAR_1,-2.4297699926510026,53.57706937591879
332,KEAR_3,-2.3634198770775567,53.531052534008275
333,PEHS_P,-1.8321936148154128,57.47426253429389
334,RICH_J|RICH1,1.3385865376493835,51.29806924365078
335,STOR_P,-6.615982897765577,58.18248220603601
336,STRI_P,-2.1745639795645917,57.5307156403575
337,TONG,-4.054816568634317,54.84118837292918
338,WHAM_1,0.013465281580364745,51.5122741403934
339,WIMBN1,-0.11832306250727218,51.48448488855569
340,WIMBS1,-0.19612661859562128,51.4324385569226
341,WISD_1,-0.2466611864862274,51.53073842699936
342,WISD_6,-0.2355485163908295,51.50899953533719
